,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
943,1991,44,Fading Like a Flower (Every Time You Leave),Roxette,https://www.youtube.com/watch?v=8fGLiIvKKys,Experimental,Electronic,Electronic
906,1991,7,More Than Words,Extreme,https://www.youtube.com/watch?v=UrIiLvg58SY,Experimental,Folk,Folk
917,1991,18,I Adore Mi Amor,Color Me Badd,https://www.youtube.com/watch?v=92NdfSeOLA0,Experimental,Folk,Folk
903,1991,4,Rush Rush,Paula Abdul,https://www.youtube.com/watch?v=yqyIaNWP0T0,Jazz,Experimental,Jazz
907,1991,8,I Like the Way (The Kissing Game),Hi-Five,https://www.youtube.com/watch?v=vF3MB0U6DO8,Experimental,Jazz,Jazz
912,1991,13,Someday,Mariah Carey,https://www.youtube.com/watch?v=4RWfSUWVP2I,Experimental,Jazz,Jazz
921,1991,22,Emotions,Mariah Carey,https://www.youtube.com/watch?v=NrJEFrth27Q,Experimental,Jazz,Jazz
924,1991,25,Hold You Tight,Tara Kemp,https://www.youtube.com/watch?v=BeZ3QV_IJXc,Jazz,Experimental,Jazz
927,1991,28,Every Heartbeat,Amy Grant,https://www.youtube.com/watch?v=kcYIZ-cduvM,Jazz,Experimental,Jazz
929,1991,30,Touch Me (All Night Long),Cathy Dennis,https://www.youtube.com/watch?v=5xiwxfxVUZA,Jazz,Experimental,Jazz
933,1991,34,Coming Out of the Dark,Gloria Estefan,https://www.youtube.com/watch?v=QS7qLDizDYo,Experimental,Jazz,Jazz
946,1991,47,Power of Love/Love Power,Luther Vandross,https://www.youtube.com/watch?v=LlLsbL2LJKw,Experimental,Jazz,Jazz
934,1991,35,It Ain't Over 'til It's Over,Lenny Kravitz,https://www.youtube.com/watch?v=TmENMZFUU_0,Experimental,Pop,Pop
940,1991,41,The Promise of a New Day,Paula Abdul,https://www.youtube.com/watch?v=NzD6ORX2oU4,Pop,Electronic,Pop
942,1991,43,Love of a Lifetime,FireHouse,https://www.youtube.com/watch?v=olaoOiEltqU,Experimental,Pop,Pop
913,1991,14,High Enough,Damn Yankees,https://www.youtube.com/watch?v=l_uh8XjgLTE,Experimental,Rock,Rock
915,1991,16,All the Man That I Need,Whitney Houston,https://www.youtube.com/watch?v=xmIp8j2cjDQ,Experimental,Rock,Rock
916,1991,17,"Right Here, Right Now",Jesus Jones,https://www.youtube.com/watch?v=MznHdJReoeo,Experimental,Rock,Rock
918,1991,19,Love Will Never Do (Without You),Janet Jackson,https://www.youtube.com/watch?v=uRVabbvUzpo,Experimental,Rock,Rock
919,1991,20,Good Vibrations,"Marky Mark and the Funky Bunch,Loleatta Holloway,",https://www.youtube.com/watch?v=_kctwd4w7R0,Experimental,Rock,Rock
922,1991,23,Joyride,Roxette,https://www.youtube.com/watch?v=xCorJG9mubk,Rock,Experimental,Rock
923,1991,24,Romantic,Karyn White,https://www.youtube.com/watch?v=Mu-ty0dC9k4,Experimental,Rock,Rock
926,1991,27,You're in Love,Wilson Phillips,https://www.youtube.com/watch?v=6I-UHKD5dh0,Experimental,Rock,Rock
938,1991,39,Wind of Change,Scorpions,https://www.youtube.com/watch?v=n4RjJKxsamQ,Experimental,Rock,Rock
941,1991,42,I'm Your Baby Tonight,Whitney Houston,https://www.youtube.com/watch?v=T8EqaGTNe50,Experimental,Rock,Rock
944,1991,45,This House,Tracie Spencer,https://www.youtube.com/watch?v=sIaFmiIyPcg,Experimental,Rock,Rock
945,1991,46,Hole Hearted,Extreme,https://www.youtube.com/watch?v=I-h4A7bF8wQ,Experimental,Rock,Rock
947,1991,48,Impulsive,Wilson Phillips,https://www.youtube.com/watch?v=pcj6ulAY9sk,Rock,Experimental,Rock
948,1991,49,Love Is a Wonderful Thing,Michael Bolton,https://www.youtube.com/watch?v=H_ezMbv2sr4,Rock,Experimental,Rock
949,1991,50,Rhythm of My Heart,Rod Stewart,https://www.youtube.com/watch?v=MmljreTAgYI,Experimental,Rock,Rock
961,1992,12,To Be with You,Mr. Big,https://www.youtube.com/watch?v=L6-uJLteKek,Experimental,Classical,Classical
971,1992,22,Sometimes Love Just Ain't Enough,"Patty Smyth,Don Henley,",https://www.youtube.com/watch?v=qdzbjUWu2VU,Classical,Experimental,Classical
974,1992,25,Diamonds and Pearls,"Prince,The New Power Generation,",https://www.youtube.com/watch?v=hwUKR_9Xdns,Experimental,Classical,Classical
977,1992,28,If You Asked Me To,Celine Dion,https://www.youtube.com/watch?v=1bKuXbnGDqI,Classical,Experimental,Classical
950,1992,1,End of the Road,Boyz II Men,https://www.youtube.com/watch?v=zDKO6XYXioc,Experimental,Electronic,Electronic
951,1992,2,Baby Got Back,Sir Mix-a-Lot,https://www.youtube.com/watch?v=X53ZSxkQ3Ho,Experimental,Electronic,Electronic
953,1992,4,Save the Best for Last,Vanessa Williams,https://www.youtube.com/watch?v=5EdmHSTwmWY,Experimental,Electronic,Electronic
957,1992,8,Under the Bridge,Red Hot Chili Peppers,https://www.youtube.com/watch?v=lwlogyj7nFE,Experimental,Electronic,Electronic
958,1992,9,All 4 Love,Color Me Badd,https://www.youtube.com/watch?v=gaJtHeLXqJs,Experimental,Electronic,Electronic
959,1992,10,Just Another Day,Jon Secada,https://www.youtube.com/watch?v=B6LhWbQthAI,Experimental,Electronic,Electronic
960,1992,11,I Love Your Smile,Shanice,https://www.youtube.com/watch?v=Z9GSMei0NAw,Experimental,Electronic,Electronic
963,1992,14,Black or White,Michael Jackson,https://www.youtube.com/watch?v=F2AitTPI5U0,Experimental,Electronic,Electronic
964,1992,15,Achy Breaky Heart,Billy Ray Cyrus,https://www.youtube.com/watch?v=byQIPdHMpjc,Experimental,Electronic,Electronic
965,1992,16,I'll Be There,Mariah Carey,https://www.youtube.com/watch?v=UIt3dx4an9c,Experimental,Electronic,Electronic
968,1992,19,Remember the Time,Michael Jackson,https://www.youtube.com/watch?v=LeiFF0gvqcc,Experimental,Electronic,Electronic
970,1992,21,This Used to Be My Playground,Madonna,https://www.youtube.com/watch?v=RhXDO2a3-sE,Experimental,Electronic,Electronic
973,1992,24,Jump Around,House of Pain,https://www.youtube.com/watch?v=XhzpxjuwZy0,Experimental,Electronic,Electronic
979,1992,30,Live and Learn,Joe Public,https://www.youtube.com/watch?v=TbMKTZbUxzI,Experimental,Electronic,Electronic
980,1992,31,Come and Talk to Me,Jodeci,https://www.youtube.com/watch?v=jgNdPbHfdKc,Experimental,Electronic,Electronic
982,1992,33,Humpin' Around,Bobby Brown,https://www.youtube.com/watch?v=XtE1TmikgIQ,Experimental,Electronic,Electronic
986,1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,https://www.youtube.com/watch?v=fkVBWfSS9bI,Experimental,Electronic,Electronic
991,1992,42,Make It Happen,Mariah Carey,https://www.youtube.com/watch?v=-Q6xx0JfMBI,Experimental,Electronic,Electronic
993,1992,44,Set Adrift on Memory Bliss,P.M. Dawn,https://www.youtube.com/watch?v=M5VoTLTdr2A,Electronic,Experimental,Electronic
995,1992,46,2 Legit 2 Quit,Hammer,https://www.youtube.com/watch?v=HFCv86Olk8E,Experimental,Electronic,Electronic
996,1992,47,Please Don't Go,KWS,https://www.youtube.com/watch?v=60fqp2rLUR4,Experimental,Electronic,Electronic
997,1992,48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,https://www.youtube.com/watch?v=OgCv-qrlRrI,Experimental,Electronic,Electronic
998,1992,49,Wishing on a Star,The Cover Girls,https://www.youtube.com/watch?v=n8b_l4fjDI4,Experimental,Electronic,Electronic
969,1992,20,Finally,CeCe Peniston,https://www.youtube.com/watch?v=xk8mm1Qmt-Y,Hip-Hop,Electronic,Hip-Hop
955,1992,6,Tears in Heaven,Eric Clapton,https://www.youtube.com/watch?v=JxPj3GAYYZ0,Experimental,Instrumental,Instrumental
956,1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,https://www.youtube.com/watch?v=JIuYQ_4TcXg,Jazz,Experimental,Jazz
967,1992,18,Life Is a Highway,Tom Cochrane,https://www.youtube.com/watch?v=U3sMjm9Eloo,Jazz,Rock,Jazz
972,1992,23,Can't Let Go,Mariah Carey,https://www.youtube.com/watch?v=yU1knfz15xI,Experimental,Jazz,Jazz
984,1992,35,Tell Me What You Want Me to Do,Tevin Campbell,https://www.youtube.com/watch?v=TmW7Qlrv6kk,Experimental,Jazz,Jazz
994,1992,45,Stay,Shakespears Sister,https://www.youtube.com/watch?v=JJ4uxgsP0QU,Experimental,Jazz,Jazz
954,1992,5,Baby-Baby-Baby,TLC,https://www.youtube.com/watch?v=Q2H6pTtEVlo,Experimental,Pop,Pop
976,1992,27,Masterpiece,Atlantic Starr,https://www.youtube.com/watch?v=lgpkzLg5gKA,Experimental,Pop,Pop
978,1992,29,Giving Him Something He Can Feel,En Vogue,https://www.youtube.com/watch?v=MoaceIZxaao,Pop,Experimental,Pop
987,1992,38,Move This,"Technotronic,Ya Kid K,",https://www.youtube.com/watch?v=2NbpHP0dDA0,Experimental,Pop,Pop
989,1992,40,Tennessee,Arrested Development,https://www.youtube.com/watch?v=6VCdJyOAQYM,Experimental,Pop,Pop
999,1992,50,She's Playing Hard to Get,Hi-Five,https://www.youtube.com/watch?v=LKLnifIvnDQ,Pop,Rock,Pop
952,1992,3,Jump,Kris Kross,https://www.youtube.com/watch?v=010KyIQjkTk,Experimental,Rock,Rock
962,1992,13,I'm Too Sexy,Right Said Fred,https://www.youtube.com/watch?v=sQNDXjdsQHo,Experimental,Rock,Rock
966,1992,17,November Rain,Guns N' Roses,https://www.youtube.com/watch?v=8SbUC-UaAxE,Experimental,Rock,Rock
975,1992,26,Don't Let the Sun Go Down on Me,"George Michael,Elton John,",https://www.youtube.com/watch?v=RsKqMNDoR4o,Experimental,Rock,Rock
981,1992,32,Smells Like Teen Spirit,Nirvana,https://www.youtube.com/watch?v=R3XIGon2RjY,Experimental,Rock,Rock
983,1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,https://www.youtube.com/watch?v=Lt6r-k9Bk6o,Rock,Experimental,Rock
985,1992,36,Ain't 2 Proud 2 Beg,TLC,https://www.youtube.com/watch?v=XmH4_pr6mH0,Experimental,Rock,Rock
988,1992,39,Bohemian Rhapsody,Queen,https://www.youtube.com/watch?v=NNaLax4T-oM,Experimental,Rock,Rock
990,1992,41,The Best Things in Life Are Free,"Luther Vandross,Janet Jackson,",https://www.youtube.com/watch?v=XOTuiAe2GEk,Experimental,Rock,Rock
992,1992,43,The One,Elton John,https://www.youtube.com/watch?v=85B_REWeNcM,Experimental,Rock,Rock
1003,1993,4,That's the Way Love Goes,Janet Jackson,https://www.youtube.com/watch?v=2b_KfAGiglc,Experimental,Classical,Classical
1000,1993,1,I Will Always Love You,Whitney Houston,https://www.youtube.com/watch?v=jyIA7rAwRcY,Electronic,Experimental,Electronic
1001,1993,2,Whoomp! (There It Is),Tag Team,https://www.youtube.com/watch?v=fdKsgBNEHUU,Electronic,Experimental,Electronic
1006,1993,7,If I Ever Fall in Love,Shai,https://www.youtube.com/watch?v=caNRc1ER8p4,Experimental,Electronic,Electronic
1012,1993,13,Don't Walk Away,Jade,https://www.youtube.com/watch?v=wZ9HG0nGe-g,Experimental,Electronic,Electronic
1013,1993,14,Knockin' da Boots,H-Town,https://www.youtube.com/watch?v=dhK0hxQgf74,Experimental,Electronic,Electronic
1015,1993,16,Dazzey Duks,Duice,https://www.youtube.com/watch?v=9zKx6xpS_gk,Experimental,Electronic,Electronic
1016,1993,17,Show Me Love,Robin S.,https://www.youtube.com/watch?v=Ps2Jc28tQrw,Electronic,Experimental,Electronic
1022,1993,23,I'll Never Get Over You (Getting Over Me),Exposé,https://www.youtube.com/watch?v=wNvDdAVtwC4,Experimental,Electronic,Electronic
1023,1993,24,Ditty,Paperboy,https://www.youtube.com/watch?v=ROVkXEBeQWE,Electronic,Experimental,Electronic
1024,1993,25,Rhythm Is a Dancer,Snap!,https://www.youtube.com/watch?v=vHUwgjGyv_8,Experimental,Electronic,Electronic
1031,1993,32,Have I Told You Lately,Rod Stewart,https://www.youtube.com/watch?v=doCIvWFEgN4,Experimental,Electronic,Electronic
1034,1993,35,If I Had No Loot,Tony! Toni! Toné!,https://www.youtube.com/watch?v=ptKc2yGLlHY,Experimental,Electronic,Electronic
1036,1993,37,Slam,Onyx,https://www.youtube.com/watch?v=7ADgCeYJMN4,Experimental,Electronic,Electronic
1037,1993,38,Looking Through Patient Eyes,P.M. Dawn,https://www.youtube.com/watch?v=k_0LHKxTy9g,Electronic,Experimental,Electronic
1039,1993,40,Shai,,https://www.youtube.com/watch?v=DSrbsLDsLfQ,Experimental,Electronic,Electronic
1040,1993,41,Come Undone,Duran Duran,https://www.youtube.com/watch?v=Epj84QVw2rc,Experimental,Electronic,Electronic
1041,1993,42,I Don't Wanna Fight,Tina Turner,https://www.youtube.com/watch?v=YvtlarpwTUA,Experimental,Electronic,Electronic
1042,1993,43,I'd Die Without You,P.M. Dawn,https://www.youtube.com/watch?v=C_qWlPCEnGM,Electronic,Experimental,Electronic
1044,1993,45,Hip Hop Hooray,Naughty by Nature,https://www.youtube.com/watch?v=Rz1Xn1vzOM4,Electronic,Experimental,Electronic
1046,1993,47,Will You Be There,Michael Jackson,https://www.youtube.com/watch?v=jQY_QL_wvQU,Experimental,Electronic,Electronic
1047,1993,48,Comforter,Shai,https://www.youtube.com/watch?v=DSrbsLDsLfQ,Experimental,Electronic,Electronic
1048,1993,49,Bobby Brown,,https://www.youtube.com/watch?v=RwlUGGnrn28,Experimental,Electronic,Electronic
1008,1993,9,Rump Shaker,Wreckx-n-Effect,https://www.youtube.com/watch?v=xdCp_j8Wyuw,Hip-Hop,Electronic,Hip-Hop
1009,1993,10,Informer,Snow,https://www.youtube.com/watch?v=TSffz_bl6zo,Hip-Hop,Experimental,Hip-Hop
1010,1993,11,Nuthin' but a 'G' Thang,Dr. Dre,https://www.youtube.com/watch?v=8GliyDgAGQI,Experimental,Hip-Hop,Hip-Hop
1030,1993,31,Mr. Wendal,Arrested Development,https://www.youtube.com/watch?v=GfxvsHpTZWk,Hip-Hop,Electronic,Hip-Hop
1005,1993,6,Weak,SWV,https://www.youtube.com/watch?v=2__x-bVI4uM,Experimental,Jazz,Jazz
1014,1993,15,Lately,Jodeci,https://www.youtube.com/watch?v=FtMFUCJ47TQ,Jazz,Experimental,Jazz
1019,1993,20,I'm So Into You,SWV,https://www.youtube.com/watch?v=FL-pm-xRb40,Experimental,Jazz,Jazz
1020,1993,21,Love Is,"Vanessa Williams,Brian McKnight,",https://www.youtube.com/watch?v=Pz9gpxsgaj0,Experimental,Jazz,Jazz
1025,1993,26,The River of Dreams,Billy Joel,https://www.youtube.com/watch?v=hSq4B_zHqPM,Experimental,Jazz,Jazz
1032,1993,33,Saving Forever for You,Shanice,https://www.youtube.com/watch?v=P0SZ16dPblg,Experimental,Jazz,Jazz
1038,1993,39,I'm Every Woman,Whitney Houston,https://www.youtube.com/watch?v=H7_sqdkaAfo,Jazz,Experimental,Jazz
1043,1993,44,"Whoot, There It Is",95 South,https://www.youtube.com/watch?v=aBwvFBxf_Eg,Jazz,Experimental,Jazz
1045,1993,46,Another Sad Love Song,Toni Braxton,https://www.youtube.com/watch?v=2yQ0Fll_9pM,Experimental,Jazz,Jazz
1049,1993,50,What's Up?,4 Non Blondes,https://www.youtube.com/watch?v=6NXnxTNIWkc,Jazz,Experimental,Jazz
1004,1993,5,Freak Me,Silk,https://www.youtube.com/watch?v=Ry6XUsow4Vg,Pop,Electronic,Pop
1007,1993,8,Dreamlover,Mariah Carey,https://www.youtube.com/watch?v=CqBtS6BIP1E,Experimental,Pop,Pop
1028,1993,29,Right Here (Human Nature),SWV,https://www.youtube.com/watch?v=vHwXoY0LiQk,Pop,Rock,Pop
1002,1993,3,Can't Help Falling in Love,UB40,https://www.youtube.com/watch?v=Ajp0Uaw4rqo,Experimental,Rock,Rock
1017,1993,18,A Whole New World,"Peabo Bryson,Regina Belle,",https://www.youtube.com/watch?v=GyJI8kr0Qo8,Experimental,Rock,Rock
1018,1993,19,If,Janet Jackson,https://www.youtube.com/watch?v=BTSd4vqnMwo,Experimental,Rock,Rock
1021,1993,22,Runaway Train,Soul Asylum,https://www.youtube.com/watch?v=NRtvqT_wMeY,Experimental,Rock,Rock
1026,1993,27,I'm Gonna Be (500 Miles),The Proclaimers,https://www.youtube.com/watch?v=tbNlMtqrYS0,Experimental,Rock,Rock
1027,1993,28,Two Princes,Spin Doctors,https://www.youtube.com/watch?v=wsdy_rct6uo,Rock,Experimental,Rock
1029,1993,30,I Have Nothing,Whitney Houston,https://www.youtube.com/watch?v=ipQ0fE0MRWQ,Experimental,Rock,Rock
1033,1993,34,Ordinary World,Duran Duran,https://www.youtube.com/watch?v=FqIACCH20JU,Experimental,Rock,Rock
1035,1993,36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,https://www.youtube.com/watch?v=9X_ViIPA-Gc,Experimental,Rock,Rock
1011,1993,12,In the Still of the Nite,Boyz II Men,https://www.youtube.com/watch?v=yEMfeo3R2QI,,,
1085,1994,36,Can We Talk,Tevin Campbell,https://www.youtube.com/watch?v=3SoYkCAzMBk,Experimental,Blues,Blues
1055,1994,6,Stay (I Missed You),Lisa Loeb and Nine Stories,https://www.youtube.com/watch?v=i9HGwRbMiVY,Classical,Experimental,Classical
1067,1994,18,Can You Feel the Love Tonight,Elton John,https://www.youtube.com/watch?v=25QyCxVkXwQ,Classical,Experimental,Classical
1077,1994,28,So Much in Love,,https://www.youtube.com/watch?v=yML4pkBj93Q,Classical,Experimental,Classical
1081,1994,32,Said I Loved You...But I Lied,Michael Bolton,https://www.youtube.com/watch?v=bv5vMJKBAbo,Experimental,Classical,Classical
1084,1994,35,Mmm Mmm Mmm Mmm,Crash Test Dummies,https://www.youtube.com/watch?v=eTeg1txDv8w,Classical,Experimental,Classical
1088,1994,39,Gangsta Lean,DRS,https://www.youtube.com/watch?v=DWJFEg_0Oak,Experimental,Classical,Classical
1050,1994,1,The Sign,Ace of Base,https://www.youtube.com/watch?v=iqu132vTl5Y,Experimental,Electronic,Electronic
1052,1994,3,I'll Make Love to You,Boyz II Men,https://www.youtube.com/watch?v=fV8vB1BB2qc,Experimental,Electronic,Electronic
1056,1994,7,Breathe Again,Toni Braxton,https://www.youtube.com/watch?v=pRFEz2MjZgg,Experimental,Electronic,Electronic
1058,1994,9,All That She Wants,,https://www.youtube.com/watch?v=d73tiBBzvFM,Electronic,Experimental,Electronic
1060,1994,11,Bump n' Grind,R. Kelly,https://www.youtube.com/watch?v=PK-sHqa-sMk,Experimental,Electronic,Electronic
1061,1994,12,Again,Janet Jackson,https://www.youtube.com/watch?v=Q-o-Lxk6bBM,Experimental,Electronic,Electronic
1062,1994,13,I'll Remember,Madonna,https://www.youtube.com/watch?v=R0cfZczo4yk,Experimental,Electronic,Electronic
1064,1994,15,Wild Night,"John Mellencamp,Meshell Ndegeocello,",https://www.youtube.com/watch?v=1nPPRQeTxTY,Experimental,Electronic,Electronic
1068,1994,19,The Most Beautiful Girl in the World,Prince,https://www.youtube.com/watch?v=RsmoE75DuiM,Experimental,Electronic,Electronic
1069,1994,20,Fantastic Voyage,Coolio,https://www.youtube.com/watch?v=ibcDHmTCt-I,Electronic,Experimental,Electronic
1071,1994,22,Regulate,"Warren G,Nate Dogg,",https://www.youtube.com/watch?v=1plPyJdXKIY,Electronic,Experimental,Electronic
1073,1994,24,Back & Forth,Aaliyah,https://www.youtube.com/watch?v=a02dBbBGSPg,Experimental,Electronic,Electronic
1078,1994,29,Shoop,Salt-n-Pepa,https://www.youtube.com/watch?v=aIyrR09bTFg,Experimental,Electronic,Electronic
1079,1994,30,"Any Time, Any Place",And On and On,https://www.youtube.com/watch?v=3HO9H1VMMOk,Experimental,Electronic,Electronic
1080,1994,31,Shine,Collective Soul,https://www.youtube.com/watch?v=IIw3BtSPHtI,Electronic,Experimental,Electronic
1082,1994,33,Return to Innocence,Enigma,https://www.youtube.com/watch?v=Rk_sAHh9s08,Experimental,Electronic,Electronic
1083,1994,34,All I Wanna Do,Sheryl Crow,https://www.youtube.com/watch?v=ClbmWkbocoY,Electronic,Experimental,Electronic
1086,1994,37,Funkdafied,Da Brat,https://www.youtube.com/watch?v=zfpR9jKy0IQ,Electronic,Experimental,Electronic
1090,1994,41,Cantaloop (Flip Fantasia),Us3,https://www.youtube.com/watch?v=JwBjhBL9G6U,Experimental,Electronic,Electronic
1091,1994,42,Whoomp! (There It Is),Tag Team,https://www.youtube.com/watch?v=G8RsYKX-UgQ,Electronic,Experimental,Electronic
1092,1994,43,Come to My Window,Melissa Etheridge,https://www.youtube.com/watch?v=FaY5-LGYJKc,Experimental,Electronic,Electronic
1093,1994,44,Stroke You Up,Changing Faces,https://www.youtube.com/watch?v=n6GU6HN-M6k,Experimental,Electronic,Electronic
1095,1994,46,100% Pure Love,Crystal Waters,https://www.youtube.com/watch?v=zQX2q6WCrbE,Experimental,Electronic,Electronic
1096,1994,47,Anytime You Need a Friend,,https://www.youtube.com/watch?v=Li6vpAMmfw0,Experimental,Electronic,Electronic
1097,1994,48,Because of Love,,https://www.youtube.com/watch?v=WbRiQxWlYgs,Electronic,Pop,Electronic
1098,1994,49,Linger,The Cranberries,https://www.youtube.com/watch?v=G6Kspj3OO0s,Experimental,Electronic,Electronic
1099,1994,50,Loser,Beck,https://www.youtube.com/watch?v=YgSPaXgAdzE,Experimental,Electronic,Electronic
1074,1994,25,Now and Forever,Richard Marx,https://www.youtube.com/watch?v=OeDiK2uy3DU,Experimental,Folk,Folk
1075,1994,26,When Can I See You,Babyface,https://www.youtube.com/watch?v=Ee9SCW91urE,Experimental,Folk,Folk
1053,1994,4,The Power of Love,Celine Dion,https://www.youtube.com/watch?v=UFzw76IPG8U,Experimental,Jazz,Jazz
1059,1994,10,Don't Turn Around,,https://www.youtube.com/watch?v=B_gs4gCyGKs,Jazz,Experimental,Jazz
1063,1994,14,Whatta Man,"Salt-n-Pepa,En Vogue,",https://www.youtube.com/watch?v=e5XKOlOC57o,Experimental,Jazz,Jazz
1076,1994,27,Please Forgive Me,,https://www.youtube.com/watch?v=7x8wPt8xarE,Experimental,Jazz,Jazz
1051,1994,2,I Swear,All-4-One,https://www.youtube.com/watch?v=25rL-ooWICU,Experimental,Pop,Pop
1054,1994,5,Hero,Mariah Carey,https://www.youtube.com/watch?v=0IA3ZvCkRkQ,Experimental,Pop,Pop
1057,1994,8,All for Love,"Bryan Adams,Rod Stewart,Sting,",https://www.youtube.com/watch?v=ofA3URC1wyk,Experimental,Pop,Pop
1065,1994,16,Without You,Never Forget You,https://www.youtube.com/watch?v=Hat1Hc9SNwE,Experimental,Pop,Pop
1072,1994,23,If You Go,Jon Secada,https://www.youtube.com/watch?v=RRzGr6m2Gh0,Experimental,Pop,Pop
1089,1994,40,Because the Night,"10,000 Maniacs",https://www.youtube.com/watch?v=c_BcivBprM0,Pop,Experimental,Pop
